-6,1,5,5,0,-2,4,1,9,7,12,0.189453,0.140137,0.90332,-4.125,-1,-1.5625
6,5,10,-3,-16,39,-8,-3,9,7,12,0.177246,0.115723,0.916016,-1.6875,-0.75,-2.5625
32,-15,-1,3,-7,-28,-2,1,9,7,12,0.182129,0.119629,0.922852,16.375,4.6875,-1.875
-5,-1,5,1,-19,12,-8,-1,9,7,12,0.155762,0.132812,0.916504,29.625,10.5625,-1.9375
-20,-3,-2,-12,-30,-2,-8,-7,9,7,12,0.152344,0.147461,0.909668,32.8125,9.75,-0.625
-11,1,4,10,29,14,1,0,9,7,12,0.164062,0.212402,0.89209,48.0625,9.5625,3.6875
-3,-1,-1,-1,19,2,2,0,9,7,12,0.174805,0.266113,0.868164,26.9375,9.3125,4.125
-1,-3,5,2,9,-5,3,3,9,8,13,0.157715,0.196777,0.891602,28.375,7.0625,5
-1,-1,-2,-8,0,-22,1,-1,9,8,13,0.168457,0.29248,0.868652,33.9375,11.25,1.75
-1,1,6,-8,-32,10,-2,2,9,8,13,0.152832,0.288086,0.876465,25.125,9.8125,2.0625
-2,0,-3,-1,-6,1,0,0,9,8,13,0.152832,0.272461,0.885254,23.8125,9.4375,2.6875
-1,1,2,-3,2,3,-6,-2,9,8,13,0.14502,0.311035,0.882324,29.8125,10.9375,1.5625
-1,-5,-7,-3,5,7,-5,-2,9,8,13,0.12793,0.334961,0.873535,19.75,10.8125,1.5625
-1,-2,1,3,19,9,-1,0,10,8,13,0.134766,0.327148,0.877441,18.8125,9.5625,1.25
1,-1,-1,-7,7,18,-8,-3,10,8,13,0.126465,0.349609,0.884277,18.75,11.25,0.375
0,2,-2,-2,5,5,1,1,10,8,13,0.101074,0.353516,0.865723,21.3125,12.1875,-3
4,5,3,2,-14,12,3,4,10,8,13,0.0961914,0.380859,0.86084,11.625,8.5625,-1.5
0,-2,-3,-5,15,-3,-5,-1,10,8,13,0.11084,0.320312,0.886719,14,14.1875,1.625
1,0,-1,1,-26,-1,2,0,10,8,13,0.0761719,0.395996,0.840332,27.75,11.9375,-2
-2,-2,3,4,50,4,-2,1,10,8,13,0.0751953,0.434082,0.825195,22.375,10.9375,-0.25
-1,0,-1,1,-36,-3,4,0,10,8,13,0.0844727,0.374512,0.842285,12.25,12.0625,2.375
0,1,2,-9,-39,-8,1,-1,10,8,13,0.0634766,0.435547,0.836914,24.0625,11.9375,0.3125
0,1,4,1,-4,7,3,0,10,8,13,0.0615234,0.434082,0.831055,14.75,10.625,1.5
0,-2,-1,-1,2,0,-2,0,10,8,13,0.0566406,0.427734,0.821777,21.625,9.875,1.75
